Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
216,Acme Corp,TV,35-44,17,TV,0.0229,304.29,0.0,New York,German,4865,73516,7.57,Middle Aged,2021-01-09
217,Initech,Radio,25-34,66,Email,0.01,49.71,21.7,Los Angeles,French,881,15980,1.13,Youth,2021-01-10
218,Globex,Radio,45-54,40,Radio,0.0329,143.2,96.76,Houston,German,2149,20044,1.05,Senior,2021-01-10
219,Initech,Email,45-54,45,Email,0.163,45.87,116.02,San Diego,Spanish,3784,53908,9.0,Middle Aged,2021-01-10
220,Acme Corp,Email,25-34,44,Twitter,0.1164,65.16,126.84,Phoenix,German,3307,63239,4.66,Senior,2021-01-10
221,Hooli,Social Media,35-44,23,Facebook,0.0628,102.16,12.08,Houston,Spanish,3384,47914,9.99,Senior,2021-01-10
222,Initech,Email,25-34,55,TV,0.1456,298.84,81.56,Phoenix,Spanish,4065,74038,6.35,Senior,2021-01-10
223,Acme Corp,TV,55+,77,Facebook,0.0449,136.43,38.42,Dallas,German,182,4049,6.88,Youth,2021-01-10
224,Hooli,Radio,35-44,12,Instagram,0.0626,71.21,73.6,New York,English,4550,82499,4.68,Youth,2021-01-10
225,Umbrella,Email,55+,62,Facebook,0.1782,91.09,12.48,San Diego,French,1909,31211,4.37,Youth,2021-01-10
226,Globex,Email,25-34,30,Email,0.1567,67.9,153.51,Chicago,German,240,4045,8.02,Youth,2021-01-10
227,Acme Corp,Social Media,45-54,66,Facebook,0.1163,72.21,69.88,Dallas,English,3985,24383,4.49,Middle Aged,2021-01-10
228,Initech,Social Media,18-24,78,Facebook,0.0689,55.73,99.77,Houston,Spanish,3097,25375,4.98,Youth,2021-01-10
229,Globex,TV,18-24,10,YouTube,0.0752,90.97,90.37,Los Angeles,Spanish,3823,31446,3.91,Middle Aged,2021-01-10
230,Umbrella,Radio,55+,87,TV,0.0216,273.58,0.0,Houston,French,1931,10383,1.96,Senior,2021-01-10
231,Umbrella,Social Media,18-24,72,TV,0.0889,283.53,61.12,Houston,German,2057,12520,8.49,Middle Aged,2021-01-10
232,Globex,Email,55+,28,Email,0.1693,57.74,109.23,New York,Spanish,1030,9399,2.21,Youth,2021-01-10
233,Acme Corp,Radio,25-34,57,Google Ads,0.0417,171.8,9.99,Phoenix,English,2388,14580,3.02,Middle Aged,2021-01-10
234,Acme Corp,Radio,35-44,57,Facebook,0.0111,114.71,5.99,Chicago,Spanish,2771,19467,5.93,Youth,2021-01-10
235,Hooli,Email,45-54,22,Facebook,0.0998,67.84,5.94,Chicago,French,1116,5947,3.26,Youth,2021-01-10
236,Hooli,Social Media,55+,46,Twitter,0.0967,88.91,40.62,Phoenix,Spanish,1275,14111,3.53,Middle Aged,2021-01-10
237,Acme Corp,Email,35-44,14,TV,0.1418,292.73,54.4,Los Angeles,German,1120,19900,0.04,Middle Aged,2021-01-10
238,Initech,Radio,35-44,77,Facebook,0.0339,62.6,0.0,Houston,German,3941,67543,8.01,Senior,2021-01-10
239,Umbrella,Influencer,55+,70,TV,0.165,298.35,64.19,New York,French,1085,20135,4.94,Senior,2021-01-10
240,Hooli,Influencer,45-54,77,Facebook,0.0916,36.24,0.0,Los Angeles,French,3053,49260,1.96,Senior,2021-01-10
241,Globex,TV,45-54,10,YouTube,0.0722,66.39,10.17,New York,English,4982,40782,7.12,Senior,2021-01-11
242,Globex,Email,35-44,31,Email,0.1279,68.26,18.45,San Diego,German,2361,36296,6.56,Senior,2021-01-11
243,Acme Corp,Email,18-24,65,TV,0.1447,327.28,30.7,San Diego,German,4296,69161,3.76,Middle Aged,2021-01-11
244,Globex,TV,35-44,76,Instagram,0.0174,40.2,0.0,New York,English,1647,22116,5.78,Senior,2021-01-11
245,Globex,TV,25-34,88,Email,0.0277,79.15,2.22,Houston,French,4830,83056,6.67,Middle Aged,2021-01-11
246,Acme Corp,TV,55+,85,Twitter,0.0624,93.17,0.0,Dallas,German,3280,20014,0.62,Senior,2021-01-11
247,Initech,Radio,35-44,22,Email,0.0788,43.03,0.0,Dallas,English,286,4245,4.18,Youth,2021-01-11
248,Acme Corp,Email,45-54,61,Facebook,0.1627,89.1,87.43,Houston,English,3576,42919,5.25,Senior,2021-01-11
249,Umbrella,Radio,25-34,30,Twitter,0.0492,106.35,105.96,Chicago,German,3132,54072,7.23,Youth,2021-01-11
250,Hooli,TV,35-44,17,Email,0.1265,74.52,69.84,Chicago,German,3030,18783,3.82,Middle Aged,2021-01-11
251,Initech,Email,55+,77,Radio,0.1668,159.88,137.01,Houston,French,146,1719,1.71,Senior,2021-01-11
252,Initech,Radio,55+,48,Twitter,0.012,57.33,1.18,San Diego,French,2968,38792,0.9,Middle Aged,2021-01-11
253,Globex,Radio,55+,9,Radio,0.01,141.8,128.8,San Diego,Spanish,4012,76412,8.09,Senior,2021-01-11
254,Hooli,TV,45-54,47,Instagram,0.0614,103.99,0.0,New York,English,3137,19578,4.79,Middle Aged,2021-01-11
255,Hooli,Email,55+,28,Email,0.1078,60.84,0.0,New York,Spanish,3405,54685,2.29,Senior,2021-01-11
256,Initech,TV,25-34,32,TV,0.02,323.24,54.73,Chicago,French,4618,37540,8.05,Senior,2021-01-11
257,Umbrella,Email,18-24,10,TV,0.1591,271.1,116.29,Dallas,German,1713,10711,8.12,Youth,2021-01-11
258,Umbrella,Influencer,25-34,22,Google Ads,0.1512,128.9,0.0,Dallas,English,2588,26162,6.51,Middle Aged,2021-01-11
259,Globex,Social Media,45-54,69,Facebook,0.0714,94.39,28.28,Phoenix,French,2253,29629,1.2,Middle Aged,2021-01-11
260,Globex,Social Media,45-54,23,Radio,0.0438,145.16,111.68,Houston,Spanish,1800,31271,3.03,Middle Aged,2021-01-11
261,Umbrella,Social Media,25-34,25,Twitter,0.0756,117.64,82.43,Houston,Spanish,1536,21967,8.82,Middle Aged,2021-01-11
262,Hooli,TV,25-34,85,Google Ads,0.0418,102.71,0.0,Houston,English,212,3467,1.22,Middle Aged,2021-01-11
263,Umbrella,Influencer,25-34,13,Google Ads,0.1235,118.88,0.0,Chicago,German,4341,39960,7.01,Youth,2021-01-11
264,Initech,Email,45-54,72,YouTube,0.1139,114.62,137.86,San Diego,Spanish,2791,25348,2.56,Senior,2021-01-11
265,Acme Corp,Radio,55+,61,Radio,0.0149,167.27,0.0,Houston,English,3684,59062,0.34,Youth,2021-01-12
266,Acme Corp,Email,45-54,51,Twitter,0.1807,65.09,138.76,San Diego,Spanish,4176,25340,6.89,Middle Aged,2021-01-12
267,Acme Corp,Radio,55+,78,Google Ads,0.0628,115.06,66.96,Los Angeles,Spanish,3936,28496,2.65,Middle Aged,2021-01-12
268,Hooli,Email,25-34,7,YouTube,0.1849,113.97,91.24,Dallas,Spanish,2683,40999,7.43,Senior,2021-01-12
269,Umbrella,Influencer,55+,23,Google Ads,0.0645,129.29,0.0,Chicago,English,2445,46618,3.67,Youth,2021-01-12
270,Initech,Radio,35-44,45,Facebook,0.0134,81.84,81.22,Chicago,German,2258,13928,2.19,Senior,2021-01-12
271,Initech,TV,18-24,14,Instagram,0.0797,52.8,0.0,Dallas,German,155,2288,9.1,Senior,2021-01-12
272,Globex,Email,55+,63,Radio,0.1678,152.95,138.69,Houston,French,680,5975,3.55,Youth,2021-01-12
273,Hooli,Email,18-24,56,YouTube,0.1622,132.31,64.87,Chicago,English,3645,18565,9.14,Senior,2021-01-12
274,Initech,Radio,25-34,61,Instagram,0.0291,101.79,0.0,Phoenix,French,4725,81220,9.61,Youth,2021-01-12
275,Globex,TV,18-24,32,Twitter,0.0314,54.49,9.63,New York,English,3911,47610,4.06,Youth,2021-01-12
276,Hooli,TV,35-44,59,Facebook,0.051,50.83,81.86,San Diego,German,4644,23909,7.18,Middle Aged,2021-01-12
277,Initech,Influencer,45-54,39,YouTube,0.1065,119.18,0.0,Los Angeles,English,2036,37551,3.97,Senior,2021-01-12
278,Umbrella,TV,18-24,36,Twitter,0.0658,60.8,49.5,Phoenix,French,1767,23446,6.56,Middle Aged,2021-01-12
279,Initech,TV,45-54,42,Google Ads,0.0511,146.7,55.47,Los Angeles,Spanish,4111,66625,7.72,Senior,2021-01-12
280,Hooli,TV,45-54,27,TV,0.0209,326.25,0.41,Los Angeles,Spanish,318,3964,6.38,Senior,2021-01-12
281,Globex,Social Media,55+,47,Email,0.099,47.03,0.0,Houston,French,991,7083,2.9,Middle Aged,2021-01-12
282,Hooli,Influencer,18-24,43,Twitter,0.1576,76.5,37.66,Chicago,Spanish,4526,50463,3.08,Middle Aged,2021-01-12
283,Acme Corp,Email,55+,27,Instagram,0.1896,99.0,183.86,Los Angeles,German,3686,33601,8.62,Middle Aged,2021-01-12
284,Initech,Radio,18-24,35,Facebook,0.0602,56.0,77.28,Dallas,Spanish,2428,22133,5.64,Youth,2021-01-12
285,Acme Corp,Email,35-44,14,Facebook,0.1706,114.13,115.26,Phoenix,Spanish,943,13783,9.02,Senior,2021-01-12
286,Umbrella,Influencer,35-44,58,Twitter,0.0852,79.98,149.07,Los Angeles,Spanish,4207,25991,4.19,Youth,2021-01-12
287,Globex,Radio,55+,45,Google Ads,0.0199,123.06,0.0,Chicago,Spanish,2068,21368,2.63,Senior,2021-01-12
288,Umbrella,Influencer,25-34,75,Email,0.1149,69.73,56.64,Los Angeles,German,3611,47224,6.08,Senior,2021-01-12
289,Hooli,TV,45-54,20,Radio,0.0678,156.1,36.26,San Diego,Spanish,3937,59146,8.9,Youth,2021-01-13
290,Initech,Radio,45-54,44,Instagram,0.022,68.25,72.83,New York,French,1219,17301,5.01,Youth,2021-01-13
291,Globex,TV,18-24,21,Twitter,0.0408,53.89,0.0,Dallas,Spanish,4427,80613,2.78,Senior,2021-01-13
292,Acme Corp,Email,35-44,36,Twitter,0.1668,27.09,87.54,Los Angeles,English,1901,36536,2.22,Middle Aged,2021-01-13
293,Acme Corp,Email,55+,77,TV,0.1541,301.32,76.95,Dallas,Spanish,1235,23637,4.49,Middle Aged,2021-01-13
294,Hooli,Radio,25-34,33,Facebook,0.05,91.05,66.2,New York,English,3865,62132,8.54,Middle Aged,2021-01-13
295,Acme Corp,Radio,18-24,78,Instagram,0.0167,86.25,0.0,Los Angeles,English,1979,30285,2.86,Middle Aged,2021-01-13
296,Hooli,Influencer,35-44,41,Email,0.1104,26.89,115.89,Phoenix,English,2038,10915,5.54,Senior,2021-01-13
297,Globex,Influencer,25-34,47,Facebook,0.1059,70.1,73.18,Los Angeles,English,3155,41877,1.73,Middle Aged,2021-01-13
298,Umbrella,TV,25-34,59,Twitter,0.05,62.62,0.0,New York,Spanish,294,4377,7.43,Middle Aged,2021-01-13
299,Initech,Radio,55+,67,Facebook,0.027,97.35,42.36,San Diego,English,3196,35826,4.59,Middle Aged,2021-01-13
300,Umbrella,Email,55+,51,Facebook,0.1329,108.64,60.49,New York,German,1129,11866,2.39,Senior,2021-01-13
301,Umbrella,Influencer,35-44,36,YouTube,0.1238,45.27,86.35,Houston,English,1604,20955,7.55,Youth,2021-01-13
302,Initech,Influencer,55+,7,Facebook,0.1829,78.42,32.19,Phoenix,French,964,18256,7.28,Middle Aged,2021-01-13
303,Globex,Email,18-24,39,Google Ads,0.1675,107.92,70.23,San Diego,French,2290,18779,0.34,Senior,2021-01-13
304,Hooli,Influencer,45-54,84,Facebook,0.0666,74.79,84.24,San Diego,English,1783,18746,4.42,Senior,2021-01-13
305,Acme Corp,TV,18-24,13,Radio,0.0605,166.84,100.54,Chicago,Spanish,2318,32685,5.93,Middle Aged,2021-01-13
306,Initech,Radio,18-24,68,Google Ads,0.0246,110.01,34.3,New York,German,589,4701,2.56,Youth,2021-01-13
307,Umbrella,Email,25-34,28,Instagram,0.1218,103.69,49.08,Phoenix,Spanish,2407,41686,0.56,Youth,2021-01-13
308,Initech,Radio,35-44,57,Facebook,0.0611,119.83,3.13,San Diego,German,2142,30925,2.84,Youth,2021-01-13
309,Globex,Influencer,35-44,75,Email,0.1223,41.0,26.14,Dallas,Spanish,1641,16583,8.67,Senior,2021-01-13
310,Initech,Influencer,25-34,61,Google Ads,0.1946,115.66,62.18,Houston,French,4247,63837,3.39,Middle Aged,2021-01-13
311,Acme Corp,Email,18-24,37,Google Ads,0.1466,115.21,30.93,New York,Spanish,4982,44874,7.87,Middle Aged,2021-01-13
312,Umbrella,TV,18-24,60,Twitter,0.0432,117.74,17.37,Phoenix,German,221,4380,7.02,Senior,2021-01-13
313,Acme Corp,Social Media,45-54,33,Instagram,0.1159,80.0,28.68,Phoenix,Spanish,3388,20356,9.59,Middle Aged,2021-01-14
314,Acme Corp,Email,45-54,50,Facebook,0.1507,109.4,102.96,Los Angeles,French,137,1598,8.72,Middle Aged,2021-01-14
315,Acme Corp,Social Media,35-44,85,TV,0.0483,299.28,42.17,Houston,German,4279,34792,9.42,Youth,2021-01-14
316,Acme Corp,Social Media,18-24,66,Email,0.0536,53.41,81.66,Houston,French,2024,35072,0.23,Middle Aged,2021-01-14
317,Initech,TV,45-54,59,Twitter,0.0401,86.57,48.38,Los Angeles,French,2061,33113,2.97,Middle Aged,2021-01-14
318,Initech,Social Media,25-34,23,Instagram,0.0997,82.55,91.77,Phoenix,German,3936,67009,8.73,Senior,2021-01-14
319,Umbrella,Social Media,18-24,42,Radio,0.1182,169.65,18.18,Los Angeles,French,4934,69602,3.73,Senior,2021-01-14
320,Hooli,TV,55+,72,Google Ads,0.0741,114.46,61.52,Los Angeles,Spanish,1126,18941,0.53,Youth,2021-01-14
321,Hooli,Social Media,45-54,8,Email,0.097,28.63,60.98,Phoenix,Spanish,771,8685,9.29,Senior,2021-01-14
322,Acme Corp,Social Media,25-34,26,Radio,0.1129,170.33,0.0,Dallas,English,3463,52685,4.52,Youth,2021-01-14
323,Globex,Social Media,25-34,16,Facebook,0.0986,92.21,46.53,Chicago,Spanish,4225,21311,0.52,Youth,2021-01-14
324,Acme Corp,Email,55+,75,TV,0.1229,288.28,11.18,New York,German,727,13326,2.84,Middle Aged,2021-01-14
325,Globex,Email,45-54,64,YouTube,0.1434,123.06,0.0,Phoenix,English,4191,63431,8.56,Youth,2021-01-14
326,Globex,Email,35-44,87,YouTube,0.1345,80.31,51.75,Los Angeles,French,4288,73718,7.9,Middle Aged,2021-01-14
327,Acme Corp,TV,25-34,53,Instagram,0.0879,98.46,12.25,Dallas,English,2365,38292,9.97,Youth,2021-01-14
328,Umbrella,Influencer,18-24,69,TV,0.0914,266.15,8.01,Houston,English,3260,29993,4.4,Senior,2021-01-14
329,Globex,Social Media,35-44,45,Email,0.0519,42.21,0.0,Phoenix,English,3867,35004,3.03,Senior,2021-01-14
330,Acme Corp,Social Media,25-34,68,Twitter,0.0851,53.16,131.45,Houston,French,985,16126,1.33,Senior,2021-01-14
331,Acme Corp,TV,25-34,88,Email,0.1079,24.81,0.0,Chicago,Spanish,4893,35244,2.98,Youth,2021-01-14
332,Acme Corp,Social Media,55+,66,TV,0.102,300.49,34.18,Chicago,English,1074,7434,2.0,Youth,2021-01-14
333,Globex,Email,45-54,79,Radio,0.1813,156.64,124.74,Dallas,Spanish,488,2623,6.68,Middle Aged,2021-01-14
334,Initech,Influencer,45-54,80,Google Ads,0.0868,132.3,92.32,Chicago,French,2284,20872,7.66,Middle Aged,2021-01-14
335,Globex,Radio,55+,38,YouTube,0.0601,100.03,0.0,San Diego,German,4483,27670,8.04,Middle Aged,2021-01-14
336,Initech,Social Media,55+,69,Instagram,0.0467,98.62,12.41,San Diego,Spanish,4814,82611,7.52,Middle Aged,2021-01-14
337,Initech,Email,35-44,45,Facebook,0.1719,57.54,113.64,New York,English,511,7040,4.9,Youth,2021-01-15
338,Umbrella,Radio,35-44,24,Email,0.01,32.39,19.9,San Diego,Spanish,506,4293,3.92,Youth,2021-01-15
339,Hooli,Influencer,55+,30,YouTube,0.1098,99.64,73.95,Chicago,French,4795,67553,1.0,Middle Aged,2021-01-15
340,Acme Corp,Radio,35-44,8,Twitter,0.01,52.48,0.0,Los Angeles,French,2124,13186,5.79,Youth,2021-01-15
341,Acme Corp,Email,18-24,22,Instagram,0.1235,90.11,20.45,Chicago,German,1248,19500,4.53,Youth,2021-01-15
342,Globex,Radio,55+,85,Facebook,0.01,67.0,0.0,New York,German,3368,41229,2.43,Youth,2021-01-15
343,Hooli,TV,45-54,57,Email,0.0695,46.83,19.16,Chicago,Spanish,2769,14084,8.03,Youth,2021-01-15
344,Umbrella,Radio,45-54,60,Twitter,0.0428,36.71,29.64,Phoenix,English,3678,33966,7.11,Middle Aged,2021-01-15
345,Acme Corp,Social Media,55+,62,Facebook,0.066,45.76,0.0,Houston,English,3219,51732,5.68,Middle Aged,2021-01-15
346,Globex,Social Media,45-54,68,Google Ads,0.0835,105.66,90.58,Los Angeles,Spanish,1445,10242,2.01,Youth,2021-01-15
347,Umbrella,TV,25-34,77,YouTube,0.0251,73.46,0.0,Los Angeles,German,3361,64521,5.7,Senior,2021-01-15
348,Hooli,Email,18-24,88,Google Ads,0.1597,67.51,91.36,Chicago,English,1857,33574,2.04,Middle Aged,2021-01-15
349,Globex,Social Media,25-34,83,YouTube,0.0777,109.65,0.0,New York,French,2843,45815,7.32,Middle Aged,2021-01-15
350,Umbrella,Influencer,55+,66,Twitter,0.1884,89.43,80.95,San Diego,French,1799,11595,1.72,Senior,2021-01-15
351,Hooli,Social Media,45-54,81,Radio,0.129,167.5,0.0,Houston,German,1642,16728,7.4,Middle Aged,2021-01-15
352,Acme Corp,Social Media,35-44,78,Google Ads,0.1082,117.11,45.71,New York,French,4611,42489,5.41,Senior,2021-01-15
353,Hooli,Email,25-34,26,YouTube,0.1588,96.71,112.65,Chicago,English,996,7002,9.77,Senior,2021-01-15
354,Globex,Radio,25-34,70,Instagram,0.0526,91.99,89.6,Dallas,German,3447,66344,4.67,Youth,2021-01-15
355,Acme Corp,Social Media,45-54,74,Twitter,0.1172,56.91,53.72,Dallas,English,517,3845,2.4,Middle Aged,2021-01-15
356,Initech,TV,35-44,85,YouTube,0.0586,63.15,0.0,New York,English,4758,43527,8.4,Senior,2021-01-15
357,Globex,Radio,55+,83,Email,0.0505,73.75,66.01,Houston,German,2874,52243,5.8,Youth,2021-01-15
358,Initech,Influencer,45-54,55,YouTube,0.1027,100.29,68.7,Houston,English,1284,9843,5.37,Middle Aged,2021-01-15
359,Hooli,Email,18-24,32,Google Ads,0.1294,119.06,56.24,New York,German,2148,26158,1.05,Youth,2021-01-15
360,Umbrella,Influencer,18-24,58,Instagram,0.1168,83.67,31.35,San Diego,English,3733,71257,3.81,Youth,2021-01-15
361,Acme Corp,Radio,55+,67,Facebook,0.01,91.87,0.0,San Diego,German,262,2547,0.05,Senior,2021-01-16
362,Globex,Radio,55+,15,Radio,0.0391,147.64,21.01,Chicago,German,414,6619,2.16,Middle Aged,2021-01-16
363,Acme Corp,Radio,18-24,11,Facebook,0.0327,70.21,56.85,Houston,French,4528,27821,5.25,Youth,2021-01-16
364,Hooli,Influencer,35-44,36,YouTube,0.1464,93.29,30.79,New York,French,3780,53429,4.73,Senior,2021-01-16
365,Hooli,Radio,55+,10,Facebook,0.0767,81.3,4.54,New York,English,624,6473,5.67,Senior,2021-01-16
366,Umbrella,Influencer,18-24,37,YouTube,0.1971,76.95,86.83,Los Angeles,German,2536,38379,8.68,Youth,2021-01-16
367,Umbrella,Radio,35-44,20,Instagram,0.0574,118.28,0.0,Houston,German,692,7711,2.6,Youth,2021-01-16
368,Globex,TV,35-44,31,Facebook,0.0546,67.86,61.67,Los Angeles,German,1837,16685,6.77,Senior,2021-01-16
369,Acme Corp,Radio,55+,34,Google Ads,0.023,104.1,41.07,Houston,English,3422,44844,5.51,Youth,2021-01-16
370,Globex,Influencer,25-34,21,Google Ads,0.0885,112.44,59.16,Chicago,Spanish,830,6139,8.21,Youth,2021-01-16
371,Initech,Social Media,35-44,73,Email,0.1074,68.18,174.73,San Diego,French,4722,80756,2.67,Middle Aged,2021-01-16
372,Hooli,Radio,55+,83,YouTube,0.0392,94.63,53.59,San Diego,French,3792,60863,9.9,Senior,2021-01-16
373,Initech,Social Media,35-44,15,Facebook,0.0927,103.28,113.63,Los Angeles,Spanish,3564,46400,6.64,Youth,2021-01-16
374,Initech,TV,45-54,72,Google Ads,0.0506,113.41,28.33,San Diego,Spanish,4319,44025,0.41,Senior,2021-01-16
375,Acme Corp,Email,35-44,29,TV,0.1513,271.58,48.25,Los Angeles,Spanish,3242,58468,0.05,Middle Aged,2021-01-16
376,Initech,TV,25-34,54,Instagram,0.0566,73.3,0.0,Chicago,French,1820,25883,8.68,Senior,2021-01-16
377,Initech,Radio,35-44,39,Radio,0.0527,136.28,41.65,Phoenix,French,4899,44472,2.62,Senior,2021-01-16
378,Umbrella,Social Media,25-34,34,Instagram,0.1082,102.97,81.16,Los Angeles,French,3596,61858,2.37,Senior,2021-01-16
379,Globex,Social Media,18-24,69,TV,0.043,290.83,68.0,Chicago,English,1008,14154,5.5,Middle Aged,2021-01-16
380,Umbrella,Influencer,25-34,14,TV,0.1376,276.39,43.65,Dallas,German,3059,18742,1.69,Middle Aged,2021-01-16
381,Acme Corp,Social Media,35-44,42,Email,0.0414,21.05,54.02,Chicago,French,427,2910,2.89,Senior,2021-01-16
382,Globex,Influencer,18-24,8,Instagram,0.141,53.37,5.63,Chicago,French,554,11273,5.16,Senior,2021-01-16
383,Globex,Email,18-24,30,Instagram,0.1596,143.07,84.31,Dallas,English,836,8512,9.82,Middle Aged,2021-01-16
384,Hooli,Radio,18-24,28,Facebook,0.0377,65.01,46.39,Houston,English,1255,17679,1.53,Youth,2021-01-16
385,Hooli,Influencer,18-24,85,YouTube,0.1189,108.85,91.67,Chicago,Spanish,2074,11297,0.42,Middle Aged,2021-01-17
386,Initech,Email,35-44,30,Twitter,0.1541,45.87,118.05,Chicago,English,201,3466,7.08,Senior,2021-01-17
387,Globex,Social Media,55+,75,Radio,0.1127,174.55,83.15,New York,German,1981,16660,6.16,Youth,2021-01-17
388,Globex,Social Media,25-34,59,Instagram,0.1101,72.85,60.6,Phoenix,French,4133,29357,3.13,Youth,2021-01-17
389,Hooli,Email,55+,87,Radio,0.1766,187.41,150.31,Los Angeles,French,908,15285,2.79,Youth,2021-01-17
390,Initech,Social Media,55+,64,Radio,0.0396,189.44,17.19,Chicago,German,4133,70624,8.68,Middle Aged,2021-01-17
391,Hooli,Email,25-34,41,Radio,0.1673,127.69,83.13,San Diego,German,1341,20185,3.21,Middle Aged,2021-01-17
392,Globex,Influencer,45-54,61,Instagram,0.0481,114.78,103.02,New York,Spanish,3454,18262,5.93,Middle Aged,2021-01-17
393,Acme Corp,Influencer,25-34,32,Twitter,0.0561,107.55,0.0,San Diego,English,3762,34775,4.25,Middle Aged,2021-01-17
394,Hooli,Email,45-54,52,Instagram,0.1837,57.95,120.63,Chicago,French,3832,38872,5.27,Senior,2021-01-17
395,Umbrella,Influencer,25-34,31,Facebook,0.0766,50.26,68.75,Dallas,French,2515,38550,8.88,Youth,2021-01-17
396,Hooli,Influencer,55+,17,Facebook,0.1146,38.14,36.27,Phoenix,French,4286,68762,4.48,Senior,2021-01-17
397,Globex,Influencer,55+,30,Twitter,0.1621,51.21,82.0,Phoenix,German,1861,26593,8.25,Middle Aged,2021-01-17
398,Initech,TV,25-34,84,Google Ads,0.0675,99.89,33.09,Los Angeles,French,1492,24084,6.02,Middle Aged,2021-01-17
399,Globex,Radio,18-24,30,Instagram,0.0511,83.32,14.88,Chicago,German,2286,25712,3.64,Senior,2021-01-17
400,Initech,Social Media,45-54,79,Google Ads,0.0784,94.47,36.02,Los Angeles,German,3514,46500,0.25,Youth,2021-01-17
401,Globex,TV,18-24,8,Radio,0.0538,163.83,45.93,Los Angeles,English,2261,11852,6.67,Youth,2021-01-17
402,Umbrella,Influencer,45-54,12,Instagram,0.1012,90.61,20.99,New York,Spanish,2169,24822,6.97,Middle Aged,2021-01-17
403,Umbrella,Email,55+,31,YouTube,0.1356,108.49,67.58,Chicago,English,1188,13494,9.93,Middle Aged,2021-01-17
404,Initech,Influencer,45-54,87,Instagram,0.1226,110.59,0.0,Houston,German,4655,65943,7.11,Middle Aged,2021-01-17
405,Umbrella,Radio,55+,9,Facebook,0.047,85.26,0.0,Houston,Spanish,3772,38442,8.2,Middle Aged,2021-01-17
406,Acme Corp,Influencer,25-34,11,Email,0.1153,45.52,3.32,Phoenix,Spanish,1833,14970,1.67,Youth,2021-01-17
407,Acme Corp,Email,25-34,38,TV,0.0829,283.57,49.21,Dallas,English,213,2593,7.63,Senior,2021-01-17
408,Umbrella,Radio,35-44,54,Email,0.0869,67.95,0.0,Dallas,French,2004,14080,3.52,Youth,2021-01-17
409,Hooli,Influencer,35-44,61,Email,0.1481,55.41,4.41,Houston,French,1620,24950,9.8,Senior,2021-01-18
410,Umbrella,Radio,25-34,42,Email,0.0339,54.38,0.0,Los Angeles,Spanish,1605,23159,4.52,Middle Aged,2021-01-18
411,Initech,Social Media,35-44,42,TV,0.1091,287.9,2.91,Los Angeles,German,2687,35843,4.65,Middle Aged,2021-01-18
412,Umbrella,Social Media,25-34,31,Google Ads,0.0692,126.0,86.2,San Diego,German,1020,12797,4.98,Senior,2021-01-18
413,Umbrella,Influencer,18-24,62,TV,0.1295,284.37,141.57,New York,German,3893,39011,3.08,Middle Aged,2021-01-18
414,Initech,Radio,55+,34,Google Ads,0.01,126.2,0.0,Phoenix,German,1408,22701,3.8,Youth,2021-01-18
415,Acme Corp,Email,25-34,41,TV,0.1577,294.7,4.18,Dallas,Spanish,1169,21886,3.92,Middle Aged,2021-01-18
416,Hooli,Influencer,35-44,19,TV,0.1116,314.31,40.75,San Diego,English,4847,53357,5.13,Middle Aged,2021-01-18
417,Globex,Social Media,35-44,85,Instagram,0.0865,63.43,112.57,Phoenix,Spanish,4651,51467,1.41,Middle Aged,2021-01-18
418,Hooli,Social Media,35-44,66,Google Ads,0.1313,120.95,77.11,Dallas,French,4587,32887,5.98,Middle Aged,2021-01-18
419,Globex,Influencer,18-24,33,Instagram,0.1195,104.06,0.0,Phoenix,Spanish,3384,51578,5.39,Youth,2021-01-18
420,Umbrella,Radio,18-24,81,YouTube,0.0263,101.49,104.33,San Diego,English,4607,59917,9.82,Senior,2021-01-18
421,Acme Corp,Social Media,18-24,12,Instagram,0.0666,61.55,15.38,San Diego,French,1282,24918,8.74,Middle Aged,2021-01-18
422,Umbrella,Radio,25-34,62,Email,0.01,35.11,0.0,Dallas,Spanish,1010,13401,4.63,Middle Aged,2021-01-18
423,Globex,Social Media,55+,33,Twitter,0.0921,95.34,104.65,Dallas,Spanish,2079,19016,6.98,Youth,2021-01-18
